episode,reward,steps,score_foods
136,-0.06000000000000005,7,1
137,-0.27000000000000013,28,1
138,-0.21000000000000008,22,1
139,-1.19,20,0
140,-0.18000000000000005,19,1
141,-1.1199999999999999,13,0
142,-1.2,21,0
143,-1.37,38,0
144,-1.13,14,0
145,-1.07,8,0
146,-1.08,9,0
147,-1.1800000000000008,119,1
148,-0.13,14,1
149,-1.17,18,0
150,-1.4000000000000001,41,0
151,-1.13,14,0
152,-0.1200000000000001,13,1
153,-0.2400000000000001,25,1
154,-0.6000000000000003,61,1
155,-0.6200000000000003,63,1
156,-0.14000000000000012,15,1
157,-0.3400000000000001,35,1
158,-0.4700000000000002,48,1
159,1.740000000000001,27,3
160,-0.28000000000000014,29,1
161,-1.27,28,0
162,-0.09000000000000008,10,1
163,-1.18,19,0
164,-1.29,30,0
165,0.6799999999999997,33,2
166,-1.19,20,0
167,-0.6200000000000003,63,1
168,-1.24,25,0
169,-2.0300000000000007,104,0
170,-1.2,21,0
171,-1.6000000000000003,61,0
172,-1.1099999999999999,12,0
173,-0.33000000000000007,34,1
174,-1.1,11,0
175,-1.35,36,0
176,0.12999999999999945,88,2
177,-1.21,22,0
178,0.44999999999999973,56,2
179,-0.17000000000000004,18,1
180,-0.19000000000000017,20,1
181,-0.31000000000000016,32,1
182,-0.17000000000000015,18,1
183,-1.07,8,0
184,0.6899999999999997,32,2
185,-1.08,9,0
186,-1.31,32,0
187,-1.29,30,0
188,-1.1199999999999999,13,0
189,-1.4000000000000001,41,0
190,-0.3800000000000002,39,1
191,-1.19,20,0
192,-1.4200000000000002,43,0
193,-0.27000000000000024,28,1
194,0.8699999999999999,14,2
195,-0.08000000000000007,9,1
196,-0.2400000000000001,25,1
197,-0.2100000000000002,22,1
198,-1.1199999999999999,13,0
199,-1.13,14,0
200,-0.27000000000000013,28,1
201,0.4099999999999997,60,2
202,-0.3600000000000003,37,1
203,-1.16,17,0
204,-0.2300000000000002,24,1
205,-0.20000000000000007,21,1
206,-1.3,31,0
207,0.6899999999999997,32,2
208,-0.20000000000000007,21,1
209,-0.28000000000000025,29,1
210,-0.14000000000000012,15,1
211,-0.07000000000000006,8,1
212,-0.14000000000000012,15,1
213,-0.22000000000000008,23,1
214,-1.13,14,0
215,-0.08999999999999997,10,1
216,-0.2600000000000001,27,1
217,-0.2500000000000001,26,1
218,-0.26000000000000023,27,1
219,-1.14,15,0
220,0.34999999999999964,66,2
221,-0.06000000000000005,7,1
222,-0.7000000000000004,71,1
223,-1.1,11,0
224,-0.28,29,1
225,0.5299999999999998,48,2
226,-1.6100000000000003,62,0
227,-0.3500000000000002,36,1
228,0.7499999999999998,26,2
229,-0.13,14,1
230,-0.12,13,1
231,-1.1199999999999999,13,0
232,0.8600000000000001,15,2
233,0.7599999999999998,25,2
234,0.6499999999999999,36,2
235,-0.08999999999999997,10,1
236,-0.33000000000000007,34,1
237,1.6100000000000017,40,3
238,-1.22,23,0
239,-0.14000000000000012,15,1
240,-0.2400000000000001,25,1
241,-0.38000000000000034,39,1
242,-0.5700000000000003,58,1
243,1.5500000000000007,46,3
244,-0.2400000000000001,25,1
245,2.3300000000000116,68,4
246,3.2900000000000063,72,5
247,0.6899999999999997,32,2
248,-0.30000000000000004,31,1
249,-0.20000000000000018,21,1
250,-1.09,10,0
251,-0.09000000000000008,10,1
252,-0.27000000000000013,28,1
253,-0.08000000000000007,9,1
254,-0.17000000000000004,18,1
255,1.9400000000000075,107,4
256,-0.08999999999999997,10,1
257,-0.5000000000000002,51,1
258,-0.18000000000000005,19,1
259,-0.17000000000000004,18,1
260,-1.1,11,0
261,-0.2500000000000002,26,1
262,-0.41000000000000025,42,1
263,1.660000000000001,35,3
264,-1.09,10,0
265,1.5900000000000003,42,3
266,-1.13,14,0
267,-0.2500000000000001,26,1
268,-0.20000000000000007,21,1
269,-0.2600000000000001,27,1
270,1.450000000000001,56,3
271,1.8000000000000003,21,3
272,2.660000000000003,35,4
273,-0.13000000000000012,14,1
274,-1.3800000000000001,39,0
275,-1.14,15,0
276,-0.06000000000000005,7,1
277,-0.13000000000000012,14,1
278,0.7599999999999998,25,2
279,-0.22000000000000008,23,1
280,0.8299999999999998,18,2
281,0.8699999999999999,14,2
282,-0.3900000000000001,40,1
283,-0.09000000000000008,10,1
284,-0.15000000000000002,16,1
285,-1.08,9,0
286,1.5200000000000005,49,3
287,-1.1,11,0
288,-1.1199999999999999,13,0
289,0.9299999999999999,8,2
290,0.8199999999999998,19,2
291,2.640000000000005,37,4
292,2.570000000000004,44,4
293,-1.1,11,0
294,-0.28000000000000025,29,1
295,-0.41000000000000036,42,1
296,-1.16,17,0
297,1.3100000000000032,70,3
298,-0.2400000000000001,25,1
299,-0.28000000000000014,29,1
300,1.8599999999999999,15,3
301,-0.15000000000000013,16,1
302,0.6799999999999997,33,2
303,-1.14,15,0
304,0.5099999999999996,50,2
305,0.7899999999999998,22,2
306,-1.1099999999999999,12,0
307,1.7300000000000004,28,3
308,0.8799999999999999,13,2
309,-0.07000000000000006,8,1
310,-1.26,27,0
311,2.5900000000000034,42,4
312,0.6899999999999997,32,2
313,-0.2600000000000001,27,1
314,-0.09999999999999998,11,1
315,0.6299999999999999,38,2
316,-0.14,15,1
317,-0.29000000000000015,30,1
318,0.5899999999999999,42,2
319,-0.40000000000000013,41,1
320,-0.08000000000000007,9,1
321,-0.3300000000000003,34,1
322,-0.28,29,1
323,2.540000000000002,47,4
324,-0.10000000000000009,11,1
325,3.410000000000008,60,5
326,-0.31000000000000005,32,1
327,-0.06000000000000005,7,1
328,0.69,32,2
329,0.71,30,2
330,-1.19,20,0
331,3.2500000000000098,76,5
332,1.4900000000000015,52,3
333,0.5799999999999998,43,2
334,-0.2400000000000001,25,1
335,-1.1199999999999999,13,0
336,0.6499999999999997,36,2
337,-0.28000000000000014,29,1
338,0.6799999999999997,33,2
339,1.7199999999999998,29,3
340,0.6599999999999997,35,2
341,5.340000000000005,67,7
342,1.4800000000000009,53,3
343,-0.21000000000000008,22,1
344,-0.3100000000000003,32,1
345,1.67,34,3
346,2.260000000000006,75,4
347,-0.14,15,1
348,-0.07000000000000006,8,1
349,-0.12,13,1
350,1.4,61,3
351,-1.07,8,0
352,-0.17000000000000004,18,1
353,-1.16,17,0
354,-0.32000000000000006,33,1
355,0.7999999999999998,21,2
356,1.810000000000001,20,3
357,-0.12,13,1
358,2.3500000000000085,66,4
359,-0.15000000000000002,16,1
360,-0.10999999999999999,12,1
361,1.4299999999999997,58,3
362,-0.17000000000000015,18,1
363,-0.14,15,1
364,-0.13,14,1
365,0.6499999999999997,36,2
366,0.13999999999999946,87,2
367,-0.17000000000000015,18,1
368,-0.3300000000000002,34,1
369,-1.1,11,0
370,0.8799999999999999,13,2
371,0.7799999999999998,23,2
372,1.7999999999999998,21,3
373,2.790000000000001,22,4
374,-0.14,15,1
375,0.8799999999999999,13,2
376,-1.1099999999999999,12,0
377,1.6900000000000004,32,3
378,1.29,72,3
379,-0.14,15,1
380,1.310000000000005,70,3
381,0.7899999999999998,22,2
382,0.8699999999999999,14,2
383,-0.2300000000000001,24,1
384,-0.2600000000000001,27,1
385,3.6400000000000015,37,5
386,0.6599999999999997,35,2
387,5.0400000000000125,97,7
388,4.570000000000005,44,6
389,-1.1099999999999999,12,0
390,4.380000000000008,63,6
391,-0.08000000000000007,9,1
392,1.4499999999999997,56,3
393,1.73,28,3
394,-0.12,13,1
395,1.5100000000000025,50,3
396,5.280000000000014,73,7
397,-0.1100000000000001,12,1
398,4.210000000000006,80,6
399,0.7399999999999998,27,2
400,-0.16000000000000003,17,1
401,2.5000000000000044,51,4
402,-0.1100000000000001,12,1
403,-0.16000000000000003,17,1
404,-0.2500000000000001,26,1
405,-0.10000000000000009,11,1
406,-1.08,9,0
407,2.6500000000000004,36,4
408,0.7299999999999998,28,2
409,2.4300000000000024,58,4
410,0.6499999999999997,36,2
411,2.390000000000004,62,4
412,0.6899999999999997,32,2
413,3.6600000000000046,35,5
414,-0.10000000000000009,11,1
415,1.63,38,3
416,-0.10000000000000009,11,1
417,3.3600000000000065,65,5
418,-0.5300000000000002,54,1
419,1.6999999999999997,31,3
420,-1.08,9,0
421,-0.3400000000000002,35,1
422,-0.15000000000000002,16,1
423,-0.17000000000000004,18,1
424,0.5199999999999996,49,2
425,-0.2200000000000002,23,1
426,-0.15000000000000002,16,1
427,2.3200000000000056,69,4
428,1.5,51,3
429,-0.3600000000000001,37,1
430,5.030000000000008,98,7
431,1.6800000000000006,33,3
432,0.8099999999999998,20,2
433,-1.14,15,0
434,4.190000000000013,82,6
435,0.3199999999999996,69,2
436,1.690000000000003,32,3
437,-0.18000000000000005,19,1
438,2.5500000000000034,46,4
439,0.8399999999999999,17,2
440,-0.1100000000000001,12,1
441,0.6799999999999997,33,2
442,0.5199999999999996,49,2
443,2.360000000000004,65,4
444,3.290000000000008,72,5
445,3.4600000000000044,55,5
446,1.6500000000000008,36,3
447,5.06000000000001,95,7
448,-0.14000000000000012,15,1
449,-1.07,8,0
450,-0.2300000000000002,24,1
451,-1.07,8,0
452,0.6799999999999997,33,2
453,-0.15000000000000002,16,1
454,-0.2300000000000001,24,1
455,-0.09000000000000008,10,1
456,4.380000000000008,63,6
457,2.650000000000002,36,4
458,0.8099999999999998,20,2
459,-0.14000000000000012,15,1
460,-0.1100000000000001,12,1
461,1.6600000000000028,35,3
462,-1.16,17,0
463,-0.09999999999999998,11,1
464,-0.08000000000000007,9,1
465,2.610000000000001,40,4
466,-0.18000000000000005,19,1
467,1.88,13,3
468,3.4500000000000064,56,5
469,1.7400000000000002,27,3
470,5.260000000000009,75,7
471,-0.12,13,1
472,3.410000000000003,60,5
473,1.5800000000000018,43,3
474,6.190000000000014,82,8
475,-0.09000000000000008,10,1
476,0.7599999999999998,25,2
477,3.430000000000006,58,5
478,3.2700000000000067,74,5
479,-0.22000000000000008,23,1
480,1.7000000000000006,31,3
481,-0.21000000000000008,22,1
482,0.15999999999999925,85,2
483,3.400000000000005,61,5
484,2.7800000000000002,23,4
485,-1.08,9,0
486,0.48999999999999955,52,2
487,0.8599999999999999,15,2
488,2.5200000000000014,49,4
489,2.210000000000001,80,4
490,1.590000000000006,42,3
491,2.350000000000004,66,4
492,1.7700000000000005,24,3
493,1.6799999999999997,33,3
494,3.420000000000006,59,5
495,-0.14,15,1
496,6.480000000000022,153,9
497,-0.16000000000000014,17,1
498,2.6100000000000003,40,4
499,1.6000000000000005,41,3
500,5.310000000000011,70,7
501,3.500000000000006,51,5
502,2.6300000000000026,38,4
503,-0.12,13,1
504,1.7600000000000002,25,3
505,-0.08000000000000007,9,1
506,4.200000000000009,81,6
507,5.920000000000015,109,8
508,5.4500000000000055,56,7
509,0.73,28,2
510,-0.27000000000000024,28,1
511,3.590000000000005,42,5
512,-0.09999999999999998,11,1
513,-0.1200000000000001,13,1
514,-0.2200000000000002,23,1
515,4.550000000000006,46,6
516,0.8699999999999999,14,2
517,5.23000000000001,78,7
518,2.4100000000000046,60,4
519,4.160000000000009,85,6
520,2.600000000000004,41,4
521,1.6500000000000012,36,3
522,0.6399999999999997,37,2
523,1.5899999999999999,42,3
524,-0.2600000000000001,27,1
525,-0.30000000000000016,31,1
526,1.67,34,3
527,1.6900000000000004,32,3
528,8.680000000000023,133,11
529,-0.06000000000000005,7,1
530,-0.1200000000000001,13,1
531,0.8499999999999999,16,2
532,0.7999999999999998,21,2
533,2.560000000000003,45,4
534,9.950000000000014,106,12
535,5.100000000000012,91,7
536,-0.15000000000000013,16,1
537,4.540000000000005,47,6
538,2.4900000000000038,52,4
539,7.850000000000017,116,10
540,3.4400000000000066,57,5
541,4.160000000000005,85,6
542,-0.12,13,1
543,4.410000000000007,60,6
544,1.77,24,3
545,0.8199999999999998,19,2
546,2.5800000000000036,43,4
547,-0.16000000000000014,17,1
548,3.5800000000000045,43,5
549,3.4500000000000046,56,5
550,2.730000000000002,28,4
551,3.4900000000000047,52,5
552,1.6200000000000019,39,3
553,0.6299999999999997,38,2
554,-0.13,14,1
555,-0.09000000000000008,10,1
556,5.000000000000012,101,7
557,5.25000000000001,76,7
558,3.4700000000000077,54,5
559,0.8099999999999998,20,2
560,3.480000000000005,53,5
561,2.480000000000003,53,4
562,7.3500000000000085,66,9
563,-0.12,13,1
564,10.68000000000002,133,13
565,-0.2600000000000001,27,1
566,2.560000000000003,45,4
567,-0.08999999999999997,10,1
568,4.320000000000008,69,6
569,0.7799999999999998,23,2
570,0.7199999999999998,29,2
571,0.8399999999999999,17,2
572,0.7199999999999998,29,2
573,0.8699999999999999,14,2
574,-0.14,15,1
575,0.6199999999999999,39,2
576,4.970000000000016,104,7
577,-1.1099999999999999,12,0
578,-0.1100000000000001,12,1
579,3.600000000000004,41,5
580,6.970000000000015,104,9
581,2.610000000000004,40,4
582,4.940000000000014,107,7
583,1.7399999999999998,27,3
584,1.5900000000000016,42,3
585,4.180000000000009,83,6
586,-1.08,9,0
587,5.240000000000008,77,7
588,2.4900000000000038,52,4
589,0.7199999999999998,29,2
590,4.97000000000001,104,7
591,2.610000000000002,40,4
592,6.960000000000015,105,9
593,1.6600000000000015,35,3
594,0.7199999999999998,29,2
595,7.970000000000011,104,10
596,4.350000000000003,66,6
597,0.6599999999999997,35,2
598,2.850000000000013,116,5
599,0.7699999999999998,24,2
600,1.5600000000000005,45,3
601,4.420000000000006,59,6
602,4.370000000000007,64,6
603,-0.040000000000000036,5,1
604,1.65,36,3
605,5.2000000000000135,81,7
606,1.5500000000000003,46,3
607,2.4700000000000024,54,4
608,-1.1099999999999999,12,0
609,1.6700000000000004,34,3
610,3.350000000000006,66,5
611,1.7100000000000017,30,3
612,3.430000000000004,58,5
613,2.3200000000000083,69,4
614,1.5700000000000003,44,3
615,1.6800000000000006,33,3
616,0.7499999999999998,26,2
617,0.7099999999999997,30,2
618,7.860000000000019,115,10
619,1.690000000000003,32,3
620,4.5400000000000045,47,6
621,6.240000000000011,77,8
622,4.340000000000007,67,6
623,11.450000000000028,156,14
624,1.290000000000008,72,3
625,-0.37000000000000033,38,1
626,3.480000000000003,53,5
627,4.480000000000005,53,6
628,1.7600000000000007,25,3
629,5.330000000000009,68,7
630,4.570000000000004,44,6
631,6.090000000000016,92,8
632,0.4299999999999997,58,2
633,4.21000000000001,80,6
634,11.82000000000002,119,14
635,-0.15000000000000002,16,1
636,0.8499999999999999,16,2
637,3.520000000000006,49,5
638,16.739999999999988,227,20
639,0.7499999999999998,26,2
640,7.960000000000017,105,10
641,11.030000000000014,98,13
642,2.4900000000000055,52,4
643,3.380000000000008,63,5
644,0.7499999999999998,26,2
645,0.75,26,2
646,4.360000000000007,65,6
647,3.4900000000000038,52,5
648,9.050000000000013,96,11
649,0.7599999999999998,25,2
650,3.5700000000000047,44,5
651,1.7399999999999998,27,3
652,1.6,41,3
653,0.9299999999999999,8,2
654,-0.16000000000000014,17,1
655,1.5400000000000027,47,3
656,-0.2200000000000002,23,1
657,5.400000000000008,61,7
658,11.570000000000025,144,14
659,4.610000000000005,40,6
660,1.5300000000000025,48,3
661,6.370000000000008,64,8
662,4.390000000000007,62,6
663,1.120000000000001,89,3
664,8.680000000000023,133,11
665,10.73000000000002,128,13
666,-0.16000000000000014,17,1
667,7.72000000000002,129,10
668,11.180000000000033,183,14
669,6.440000000000008,57,8
670,6.290000000000009,72,8
671,2.520000000000003,49,4
672,7.040000000000013,97,9
673,-0.18000000000000005,19,1
674,1.6800000000000024,33,3
675,2.660000000000003,35,4
676,8.830000000000018,118,11
677,1.6600000000000006,35,3
678,8.980000000000016,103,11
679,4.2700000000000085,74,6
680,4.270000000000008,74,6
681,2.640000000000004,37,4
682,4.5400000000000045,47,6
683,6.220000000000008,79,8
684,4.3200000000000065,69,6
685,-0.14,15,1
686,5.170000000000007,84,7
687,0.78,23,2
688,-0.13,14,1
689,9.150000000000013,86,11
690,7.240000000000011,77,9
691,4.600000000000007,41,6
692,9.72000000000002,129,12
693,4.370000000000007,64,6
694,7.83000000000002,118,10
695,6.10000000000001,91,8
696,1.6300000000000008,38,3
697,3.570000000000004,44,5
698,1.5900000000000016,42,3
699,-0.12,13,1
700,4.340000000000005,67,6
701,2.710000000000001,30,4
702,8.76000000000002,125,11
703,2.300000000000008,71,4
704,4.29000000000001,72,6
705,6.19000000000001,82,8
706,-0.050000000000000044,6,1
707,-1.1,11,0
708,-0.2200000000000002,23,1
709,-0.12,13,1
710,2.4900000000000055,52,4
711,6.700000000000023,131,9
712,6.180000000000012,83,8
713,0.7499999999999998,26,2
714,1.5800000000000018,43,3
715,7.8000000000000185,121,10
716,10.100000000000014,91,12
717,7.790000000000017,122,10
718,7.030000000000015,98,9
719,7.970000000000017,104,10
720,0.5099999999999996,50,2
721,10.010000000000018,100,12
722,3.8000000000000016,21,5
723,3.4500000000000046,56,5
724,0.7999999999999998,21,2
725,7.050000000000015,96,9
726,3.3400000000000087,67,5
727,5.2700000000000085,74,7
728,8.070000000000014,94,10
729,5.250000000000012,76,7
730,0.7199999999999998,29,2
731,9.68000000000002,133,12
732,2.480000000000005,53,4
733,5.070000000000011,94,7
734,7.090000000000012,92,9
735,13.270000000000028,174,16
736,3.0900000000000043,92,5
737,7.0700000000000145,94,9
738,4.620000000000005,39,6
739,4.420000000000004,59,6
740,1.9200000000000004,9,3
741,3.5400000000000045,47,5
742,2.620000000000002,39,4
743,7.7800000000000225,123,10
744,14.100000000000035,191,17
745,4.390000000000004,62,6
746,5.390000000000007,62,7
747,13.29000000000003,172,16
748,6.150000000000012,86,8
749,7.670000000000023,134,10
750,1.6900000000000013,32,3
751,1.5200000000000031,49,3
752,11.420000000000028,159,14
753,10.510000000000026,150,13
754,2.3700000000000037,64,4
755,-1.14,15,0
756,-0.08000000000000007,9,1
757,7.150000000000013,86,9
758,1.6700000000000008,34,3
759,10.510000000000026,150,13
760,6.390000000000007,62,8
761,1.7999999999999998,21,3
762,0.8299999999999998,18,2
763,8.430000000000026,158,11
764,3.4800000000000066,53,5
765,-0.09000000000000008,10,1
766,13.310000000000027,170,16
767,-0.17000000000000004,18,1
768,-0.050000000000000044,6,1
769,2.6300000000000017,38,4
770,1.81,20,3
771,2.650000000000002,36,4
772,3.520000000000005,49,5
773,9.060000000000016,95,11
774,2.6200000000000037,39,4
775,12.390000000000027,162,15
776,7.29000000000001,72,9
777,10.970000000000018,104,13
778,2.5000000000000027,51,4
779,6.180000000000011,83,8
780,3.480000000000005,53,5
781,3.470000000000005,54,5
782,5.440000000000009,57,7
783,0.8899999999999999,12,2
784,12.400000000000027,161,15
785,1.5899999999999999,42,3
786,7.30000000000001,71,9
787,8.910000000000018,110,11
788,6.980000000000015,103,9
789,0.7499999999999998,26,2
790,4.460000000000005,55,6
791,1.7200000000000006,29,3
792,1.5300000000000011,48,3
793,1.4600000000000009,55,3
794,6.900000000000016,111,9
795,-0.14000000000000012,15,1
796,3.4600000000000044,55,5
797,9.980000000000018,103,12
798,4.430000000000006,58,6
799,1.63,38,3
800,9.060000000000015,95,11
801,11.570000000000025,144,14
802,6.0900000000000105,92,8
803,4.370000000000005,64,6
804,3.4600000000000053,55,5
805,2.3700000000000045,64,4
806,0.6799999999999997,33,2
807,8.12000000000001,89,10
808,3.5800000000000054,43,5
809,3.1800000000000113,83,5
810,3.2100000000000097,80,5
811,8.400000000000006,61,10
812,5.480000000000006,53,7
813,0.6699999999999997,34,2
814,5.250000000000008,76,7
815,4.920000000000017,109,7
816,4.580000000000004,43,6
817,7.970000000000015,104,10
818,9.510000000000026,150,12
819,7.010000000000016,100,9
820,7.960000000000019,105,10
821,3.550000000000005,46,5
822,5.300000000000007,71,7
823,5.920000000000037,209,9
824,7.020000000000014,99,9
825,3.570000000000004,44,5
826,0.8299999999999998,18,2
827,4.350000000000008,66,6
828,7.930000000000014,108,10
829,5.230000000000009,78,7
830,-0.5200000000000004,53,1
831,8.990000000000014,102,11
832,4.270000000000009,74,6
833,8.980000000000016,103,11
834,7.170000000000011,84,9
835,14.29000000000003,172,17
836,6.980000000000013,103,9
837,4.170000000000007,84,6
838,10.700000000000022,131,13
839,19.18999999999991,282,23
840,3.350000000000004,66,5
841,3.3800000000000052,63,5
842,10.000000000000014,101,12
843,10.030000000000014,98,12
844,6.480000000000006,53,8
845,10.28000000000003,173,13
846,6.32000000000001,69,8
847,6.230000000000014,78,8
848,6.160000000000011,85,8
849,9.440000000000024,157,12
850,-1.05,6,0
851,3.4900000000000073,52,5
852,-0.08000000000000007,9,1
853,6.240000000000011,77,8
854,8.79000000000002,122,11
855,7.740000000000018,127,10
856,3.350000000000005,66,5
857,9.510000000000028,150,12
858,4.380000000000006,63,6
859,11.83000000000002,118,14
860,6.010000000000011,100,8
861,5.140000000000015,87,7
862,1.6500000000000012,36,3
863,12.580000000000025,143,15
864,6.990000000000014,102,9
865,8.10000000000001,91,10
866,15.989999999999995,202,19
867,1.7200000000000006,29,3
868,13.560000000000025,145,16
869,1.7800000000000002,23,3
870,7.0700000000000145,94,9
871,5.480000000000009,53,7
872,4.660000000000023,135,7
873,2.6900000000000244,132,5
874,-0.07000000000000006,8,1
875,2.560000000000003,45,4
876,6.080000000000011,93,8
877,3.540000000000007,47,5
878,3.7500000000000027,26,5
879,11.88000000000002,113,14
880,5.470000000000007,54,7
881,3.5700000000000047,44,5
882,4.1100000000000145,90,6
883,2.6300000000000026,38,4
884,11.910000000000018,110,14
885,-1.3900000000000001,40,0
886,8.160000000000013,85,10
887,15.360000000000028,165,18
888,10.440000000000028,157,13
889,3.5400000000000054,47,5
890,3.3300000000000063,68,5
891,9.510000000000025,150,12
892,1.4600000000000284,155,4
893,10.190000000000035,182,13
894,12.680000000000046,233,16
895,7.690000000000021,132,10
896,12.440000000000024,157,15
897,9.710000000000022,130,12
898,3.560000000000005,45,5
899,9.770000000000017,124,12
900,9.83000000000002,118,12
901,12.010000000000037,200,15
902,3.4900000000000047,52,5
903,12.660000000000021,135,15
904,6.000000000000011,101,8
905,-0.12,13,1
906,1.9300000000000148,108,4
907,6.360000000000008,65,8
908,11.640000000000024,137,14
909,16.26999999999999,174,19
910,21.7099999999999,230,25
911,0.7899999999999998,22,2
912,12.690000000000024,132,15
913,10.380000000000026,163,13
914,8.680000000000021,133,11
915,2.6800000000000015,33,4
916,13.790000000000042,222,17
917,7.660000000000018,135,10
918,0.8999999999999999,11,2
919,5.210000000000009,80,7
920,6.150000000000012,86,8
921,9.270000000000012,74,11
922,3.4000000000000066,61,5
923,10.680000000000025,133,13
924,16.090000000000007,192,19
925,1.660000000000001,35,3
926,5.310000000000009,70,7
927,11.620000000000024,139,14
928,18.549999999999997,246,22
929,10.670000000000023,134,13
930,-1.06,7,0
931,7.880000000000015,113,10
932,2.740000000000001,27,4
933,0.5999999999999996,41,2
934,9.080000000000013,93,11
935,11.79000000000002,122,14
936,1.75,26,3
937,20.649999999999928,236,24
938,-0.10999999999999999,12,1
939,6.27000000000001,74,8
940,6.220000000000012,79,8
941,10.710000000000022,130,13
942,8.040000000000015,97,10
943,2.6600000000000046,35,4
944,16.189999999999987,182,19
945,-0.09999999999999998,11,1
946,23.629999999999896,238,27
947,7.070000000000011,94,9
948,0.7399999999999998,27,2
949,17.95999999999997,205,21
950,6.30000000000001,71,8
951,0.8799999999999999,13,2
952,10.880000000000017,113,13
953,6.290000000000012,72,8
954,7.19000000000001,82,9
955,10.920000000000016,109,13
956,6.360000000000009,65,8
957,15.62000000000004,239,19
958,15.770000000000032,224,19
959,12.08000000000003,193,15
960,9.520000000000024,149,12
961,11.180000000000028,183,14
962,-0.16000000000000014,17,1
963,5.700000000000004,31,7
964,7.80000000000002,121,10
965,1.71,30,3
966,11.680000000000021,133,14
967,11.73000000000002,128,14
968,14.120000000000033,189,17
969,13.940000000000037,207,17
970,10.650000000000022,136,13
971,6.19000000000001,82,8
972,11.170000000000027,184,14
973,8.83000000000002,118,11
974,18.52999999999997,148,21
975,6.1600000000000135,85,8
976,8.220000000000011,79,10
977,24.019999999999968,299,28
978,5.200000000000013,81,7
979,5.530000000000008,48,7
980,10.050000000000013,96,12
981,12.450000000000024,156,15
982,14.640000000000022,137,17
